title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,gender,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,birthdate,oc_email,black_caucus,hispanic_caucus,freedom_caucus
Rep,Brett,,Guthrie,,,R,KY,2,M,http://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,2434 Rayburn House Office Building,G000558,18829,H8KY02031,412278,N00029675,RepGuthrie,http://www.opencongress.org/wiki/Steven_Guthrie,2/18/1964,Rep.Guthrie@opencongress.org,0,0,0
Rep,John,,Garamendi,,,D,CA,3,M,http://garamendi.house.gov,https://garamendi.house.gov/contact-me/email-me,2438 Rayburn House Office Building,G000559,29664,H0CA10149,412382,N00030856,RepGaramendi,http://www.opencongress.org/wiki/John_Garamendi,1/24/1945,Rep.Garamendi@opencongress.org,0,0,0
Rep,Tom,,Graves,,,R,GA,14,M,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,2442 Rayburn House Office Building,G000560,31969,H0GA09030,412388,N00030788,RepTomGraves,http://www.opencongress.org/wiki/Tom_Graves,2/3/1970,Rep.Tomgraves@opencongress.org,0,0,0
Sen,Cory,,Gardner,,,R,CO,Junior Seat,M,http://www.gardner.senate.gov,,354 Russell Senate Office Building,G000562,30004,H0CO04122,412406,N00030780,SenCoryGardner,http://www.opencongress.org/wiki/Cory_Gardner,8/22/1974,Sen.Gardner@opencongress.org,0,0,0
Rep,Bob,,Gibbs,,,R,OH,7,M,http://gibbs.house.gov,https://gibbs.house.gov/contact-me/email-me,329 Cannon House Office Building,G000563,45466,H0OH18077,412463,N00031128,RepBobGibbs,http://www.opencongress.org/wiki/Bob_Gibbs,6/14/1954,Rep.Gibbs@opencongress.org,0,0,0
Rep,Christopher,P.,Gibson,,,R,NY,19,M,http://gibson.house.gov,http://gibson.house.gov/contact/,1708 Longworth House Office Building,G000564,127042,H0NY20095,412453,N00031998,RepChrisGibson,http://www.opencongress.org/wiki/Chris_Gibson,5/13/1964,Rep.Gibson@opencongress.org,0,0,0
Rep,Paul,A.,Gosar,,,R,AZ,4,M,http://gosar.house.gov,https://gosar.house.gov/contact-me/email-me,504 Cannon House Office Building,G000565,123491,H0AZ01259,412397,N00030771,RepGosar,http://www.opencongress.org/wiki/Paul_Gosar,11/22/1958,Rep.Gosar@opencongress.org,0,0,1
Rep,Trey,,Gowdy,,,R,SC,4,M,https://gowdy.house.gov,https://gowdy.house.gov/forms/writeyourrep/default.aspx,1404 Longworth House Office Building,G000566,121782,H0SC04257,412473,N00030880,TGowdySC,http://www.opencongress.org/wiki/Trey_Gowdy,8/22/1964,Rep.Gowdy@opencongress.org,0,0,0
Rep,H.,Morgan,Griffith,,,R,VA,9,M,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,1108 Longworth House Office Building,G000568,5148,H0VA09055,412485,N00032029,RepMGriffith,http://www.opencongress.org/wiki/Morgan_Griffith,3/15/1958,Rep.Morgangriffith@opencongress.org,0,0,1
Rep,Frank,,Guinta,,,R,NH,1,M,https://guinta.house.gov,,326 Cannon House Office Building,G000570,42946,H0NH01217,412447,N00030801,RepFrankGuinta,http://www.opencongress.org/wiki/Frank_Guinta,9/26/1970,Rep.Guinta@opencongress.org,0,0,0
Rep,Tulsi,,Gabbard,,,D,HI,2,F,http://gabbard.house.gov,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,1609 Longworth House Office Building,G000571,129306,H2HI02508,412532,N00033281,TulsiPress,,4/12/1981,Rep.Gabbard@opencongress.org,0,0,0
Rep,Ruben,,Gallego,,,D,AZ,7,M,https://rubengallego.house.gov,,1218 Longworth House Office Building,G000574,,H4AZ07043,412612,N00036097,RepRubenGallego,,11/20/1979,Rep.Rubengallego@opencongress.org,0,1,0
Rep,Gwen,,Graham,,,D,FL,2,F,https://graham.house.gov,,1213 Longworth House Office Building,G000575,,H4FL02062,412620,N00035688,RepGwenGraham,,1/31/1963,Rep.Graham@opencongress.org,0,0,0
Rep,Glenn,,Grothman,,,R,WI,6,M,http://grothman.house.gov,,501 Cannon House Office Building,G000576,,H4WI06048,412661,N00036409,RepGrothman,,7/3/1955,Rep.Grothman@opencongress.org,0,0,0
Rep,Garret,,Graves,,,R,LA,6,M,https://garretgraves.house.gov,,204 Cannon House Office Building,G000577,,H4LA06153,412631,N00036135,RepGarretGraves,,1/31/1972,Rep.Garretgraves@opencongress.org,0,0,0
Rep,Alcee,L.,Hastings,,,D,FL,20,M,http://alceehastings.house.gov,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,2353 Rayburn House Office Building,H000324,26798,H2FL23021,400170,N00002884,RepHastingsFL,http://www.opencongress.org/wiki/Alcee_Hastings,9/5/1936,Rep.Alceehastings@opencongress.org,1,0,0
Sen,Orrin,G.,Hatch,,,R,UT,Senior Seat,M,http://www.hatch.senate.gov,http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin,104 Hart Senate Office Building,H000338,53352,S6UT00063,300052,N00009869,SenOrrinHatch,http://www.opencongress.org/wiki/Orrin_Hatch,3/22/1934,Sen.Hatch@opencongress.org,0,0,0
Rep,Rubén,E.,Hinojosa,,,D,TX,15,M,http://hinojosa.house.gov,https://hinojosa.house.gov/contact-me/email-me,2262 Rayburn House Office Building,H000636,291,H6TX15055,400179,N00006008,USRepRHinojosa,http://www.opencongress.org/wiki/Ruben_Hinojosa,8/20/1940,Rep.Hinojosa@opencongress.org,0,1,0
Rep,Steny,H.,Hoyer,,,D,MD,5,M,http://hoyer.house.gov,https://hoyer.house.gov/email-steny,1705 Longworth House Office Building,H000874,26890,H2MD05155,400189,N00001821,WhipHoyer,http://www.opencongress.org/wiki/Steny_Hoyer,6/14/1939,Rep.Hoyer@opencongress.org,0,0,0
Rep,Michael,M.,Honda,,Mike,D,CA,17,M,https://honda.house.gov,http://honda.house.gov/contact,1713 Longworth House Office Building,H001034,9674,H0CA15148,400185,N00012611,RepMikeHonda,http://www.opencongress.org/wiki/Michael_Honda,6/27/1941,Rep.Honda@opencongress.org,0,0,0
Rep,Jeb,,Hensarling,,,R,TX,5,M,http://hensarling.house.gov,https://hensarling.house.gov/contact/email-me,2228 Rayburn House Office Building,H001036,49827,H2TX05121,400175,N00024922,RepHensarling,http://www.opencongress.org/wiki/Jeb_Hensarling,5/29/1957,Rep.Hensarling@opencongress.org,0,0,0
Rep,Brian,M.,Higgins,,,D,NY,26,M,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,2459 Rayburn House Office Building,H001038,23127,H4NY27076,400641,N00027060,RepBrianHiggins,http://www.opencongress.org/wiki/Brian_Higgins,10/6/1959,Rep.Higgins@opencongress.org,0,0,0
Sen,Dean,,Heller,,,R,NV,Junior Seat,M,http://www.heller.senate.gov/public,http://www.heller.senate.gov/public/index.cfm/contact-form,324 Hart Senate Office Building,H001041,2291,H6NV02164,412218,N00027522,SenDeanHeller,http://www.opencongress.org/wiki/Dean_Heller,5/10/1960,Sen.Heller@opencongress.org,0,0,0
Sen,Mazie,K.,Hirono,,,D,HI,Junior Seat,F,https://www.hirono.senate.gov,http://www.hirono.senate.gov/contact/email,330 Hart Senate Office Building,H001042,1677,H6HI02251,412200,N00028139,MazieHirono,http://www.opencongress.org/wiki/Mazie_Hirono,11/3/1947,Sen.Hirono@opencongress.org,0,0,0
Rep,Gregg,,Harper,,,R,MS,3,M,http://harper.house.gov,https://harperforms.house.gov/forms/writeyourrep/,307 Cannon House Office Building,H001045,101985,H8MS03067,412280,N00029632,GreggHarper,http://www.opencongress.org/wiki/Gregg_Harper,6/1/1956,Rep.Harper@opencongress.org,0,0,0
Sen,Martin,,Heinrich,,,D,NM,Junior Seat,M,http://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact/write-martin,303 Hart Senate Office Building,H001046,74517,H8NM01224,412281,N00029835,MartinHeinrich,http://www.opencongress.org/wiki/Martin_Heinrich,10/17/1971,Sen.Heinrich@opencongress.org,0,0,0
Rep,James,A.,Himes,,,D,CT,4,M,http://himes.house.gov,https://himes.house.gov/contact-me/email-me,1227 Longworth House Office Building,H001047,106744,H8CT04172,412282,N00029070,JAHimes,http://www.opencongress.org/wiki/Jim_Himes,7/5/1966,Rep.Himes@opencongress.org,0,0,0
Rep,Duncan,D.,Hunter,,,R,CA,50,M,http://hunter.house.gov,https://hunter.house.gov/contact-me/email-me,2429 Rayburn House Office Building,H001048,104308,H8CA52052,412283,N00029258,Rep_Hunter,http://www.opencongress.org/wiki/Duncan_Hunter,12/7/1976,Rep.Hunter@opencongress.org,0,0,0
Rep,Richard,L.,Hanna,,,R,NY,22,M,http://hanna.house.gov,https://hanna.house.gov/email-me,319 Cannon House Office Building,H001051,110344,H8NY24066,412454,N00030197,RepRichardHanna,http://www.opencongress.org/wiki/Richard_Hanna,1/25/1951,Rep.Hanna@opencongress.org,0,0,0
Rep,Andy,,Harris,,,R,MD,1,M,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,1533 Longworth House Office Building,H001052,19157,H8MD01094,412434,N00029147,RepAndyHarrisMD,http://www.opencongress.org/wiki/Andy_Harris,1/25/1957,Rep.Harris@opencongress.org,0,0,1
Rep,Vicky,,Hartzler,,,R,MO,4,F,http://hartzler.house.gov,https://hartzler.house.gov/contact-me/email-me,2235 Rayburn House Office Building,H001053,8783,H0MO04086,412444,N00031005,RepHartzler,http://www.opencongress.org/wiki/Vicky_Hartzler,10/13/1960,Rep.Hartzler@opencongress.org,0,0,0
Rep,Joseph,J.,Heck,,,R,NV,3,M,https://heck.house.gov,https://heck.house.gov/contact-me,132 Cannon House Office Building,H001055,44082,H0NV03058,412446,N00031244,RepJoeHeck,http://www.opencongress.org/wiki/Joe_Heck,10/30/1961,Rep.Heck@opencongress.org,0,0,0
Rep,Jaime,,Herrera Beutler,,,R,WA,3,F,http://herrerabeutler.house.gov,http://herrerabeutler.house.gov/contact/,1130 Longworth House Office Building,H001056,101907,H0WA03187,412486,N00031559,HerreraBeutler,http://www.opencongress.org/wiki/Jaime_Herrera,11/3/1978,Rep.Herrerabeutler@opencongress.org,0,0,0
Rep,Tim,,Huelskamp,,,R,KS,1,M,http://huelskamp.house.gov,https://huelskamp.house.gov/contact/email-me,1110 Longworth House Office Building,H001057,12571,H6KS01146,412429,N00027649,CongHuelskamp,http://www.opencongress.org/wiki/Tim_Huelskamp,11/11/1968,Rep.Huelskamp@opencongress.org,0,0,1
Rep,Bill,,Huizenga,,,R,MI,2,M,http://huizenga.house.gov,http://huizenga.house.gov/contact/,1217 Longworth House Office Building,H001058,38351,H0MI02094,412437,N00030673,RepHuizenga,http://www.opencongress.org/wiki/Bill_Huizenga,1/31/1969,Rep.Huizenga@opencongress.org,0,0,0
Rep,Randy,,Hultgren,,,R,IL,14,M,http://hultgren.house.gov,https://hultgren.house.gov/contact/email-randy,2455 Rayburn House Office Building,H001059,18199,H0IL14080,412422,N00031104,RepHultgren,http://www.opencongress.org/wiki/Randy_Hultgren,3/1/1966,Rep.Hultgren@opencongress.org,0,0,0
Rep,Robert,,Hurt,,,R,VA,5,M,https://hurt.house.gov,https://hurt.house.gov/index.cfm/email-me,125 Cannon House Office Building,H001060,50895,H0VA05095,412484,N00031265,RepRobertHurt,http://www.opencongress.org/wiki/Robert_Hurt,6/16/1969,Rep.Hurt@opencongress.org,0,0,0
Sen,John,,Hoeven,,,R,ND,Senior Seat,M,http://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,338 Russell Senate Office Building,H001061,41788,S0ND00093,412494,N00031688,SenJohnHoeven,http://www.opencongress.org/wiki/John_Hoeven,3/13/1957,Sen.Hoeven@opencongress.org,0,0,0
Rep,Janice,,Hahn,,,D,CA,44,F,http://hahn.house.gov,https://hahn.house.gov/contact-me/email-me,404 Cannon House Office Building,H001063,70502,H8CA36097,412498,N00006806,Rep_JaniceHahn,http://www.opencongress.org/wiki/Janice_Hahn,3/30/1952,Rep.Hahn@opencongress.org,0,0,0
Rep,Denny,,Heck,,,D,WA,10,M,http://dennyheck.house.gov,https://dennyheck.house.gov/contact/email-me,425 Cannon House Office Building,H001064,126058,H0WA03161,412584,N00031557,RepDennyHeck,,7/29/1952,Rep.Dennyheck@opencongress.org,0,0,0
Rep,George,,Holding,,,R,NC,13,M,http://holding.house.gov,https://holding.house.gov/contact/email-me,507 Cannon House Office Building,H001065,136462,H2NC13110,412553,N00033399,RepHolding,,4/17/1968,Rep.Holding@opencongress.org,0,0,0
Rep,Richard,,Hudson,,,R,NC,8,M,http://hudson.house.gov,https://hudson.house.gov/email-me,429 Cannon House Office Building,H001067,136448,H2NC08185,412550,N00033630,RepRichHudson,,11/4/1971,Rep.Hudson@opencongress.org,0,0,0
Rep,Jared,,Huffman,,,D,CA,2,M,http://huffman.house.gov,https://huffman.house.gov/contact/email-me,1630 Longworth House Office Building,H001068,59849,H2CA06259,412511,N00033030,RepHuffman,,2/18/1964,Rep.Huffman@opencongress.org,0,0,0
Sen,Heidi,,Heitkamp,,,D,ND,Junior Seat,F,http://www.heitkamp.senate.gov,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,110 Hart Senate Office Building,H001069,41716,S2ND00099,412554,N00033782,SenatorHeitkamp,,10/30/1955,Sen.Heitkamp@opencongress.org,0,0,0
Rep,Cresent,,Hardy,,,R,NV,4,M,https://hardy.house.gov,,430 Cannon House Office Building,H001070,,H4NV04017,412645,N00035628,RepHardy,,6/23/1957,Rep.Hardy@opencongress.org,0,0,0
Rep,Jody,,Hice,,,R,GA,10,M,https://hice.house.gov,,1516 Longworth House Office Building,H001071,,H0GA07125,412623,N00032243,congressmanhice,,4/22/1960,Rep.Hice@opencongress.org,0,0,1
Rep,French,,Hill,,,R,AR,2,M,https://hill.house.gov,,1229 Longworth House Office Building,H001072,,H4AR02141,412609,N00035792,RepFrenchHill,,12/5/1956,Rep.Hill@opencongress.org,0,0,0
Rep,Will,,Hurd,,,R,TX,23,M,https://hurd.house.gov,,317 Cannon House Office Building,H001073,,H0TX23086,412654,N00031417,hurdonthehill,,8/19/1977,Rep.Hurd@opencongress.org,0,0,0
Sen,James,M.,Inhofe,,Jim,R,OK,Senior Seat,M,http://www.inhofe.senate.gov,http://www.inhofe.senate.gov/contact,205 Russell Senate Office Building,I000024,27027,S4OK00083,300055,N00005582,InhofePress,http://www.opencongress.org/wiki/James_Inhofe,11/17/1934,Sen.Inhofe@opencongress.org,0,0,0
Sen,John,H.,Isakson,,Johnny,R,GA,Senior Seat,M,http://www.isakson.senate.gov,http://www.isakson.senate.gov/public/index.cfm/email-me,131 Russell Senate Office Building,I000055,1721,S6GA00119,400194,N00002593,SenatorIsakson,http://www.opencongress.org/wiki/John_Isakson,12/28/1944,Sen.Isakson@opencongress.org,0,0,0
Rep,Darrell,E.,Issa,,,R,CA,49,M,http://issa.house.gov,http://issa.house.gov/contact/contact-me,2269 Rayburn House Office Building,I000056,16553,H0CA48024,400196,N00007017,DarrellIssa,http://www.opencongress.org/wiki/Darrell_Issa,11/1/1953,Rep.Issa@opencongress.org,0,0,0
Rep,Steve,J.,Israel,,,D,NY,3,M,http://israel.house.gov,https://israel.house.gov/contact/email-me,2457 Rayburn House Office Building,I000057,55440,H0NY02085,400195,N00013345,RepSteveIsrael,http://www.opencongress.org/wiki/Steve_Israel,5/30/1958,Rep.Israel@opencongress.org,0,0,0
Rep,Sheila,,Jackson Lee,,,D,TX,18,F,http://jacksonlee.house.gov,http://jacksonlee.house.gov/contact/,2252 Rayburn House Office Building,J000032,21692,H4TX18054,400199,N00005818,JacksonLeeTX18,http://www.opencongress.org/wiki/Sheila_Jackson_Lee,1/12/1950,Rep.Jacksonlee@opencongress.org,1,0,0
Rep,Eddie,Bernice,Johnson,,,D,TX,30,F,http://ebjohnson.house.gov,https://ebjohnson.house.gov/contact/email-me,2468 Rayburn House Office Building,J000126,27098,H2TX00015,400204,N00008122,RepEBJ,http://www.opencongress.org/wiki/Eddie_Bernice_Johnson,12/3/1935,Rep.Ebjohnson@opencongress.org,1,0,0
Rep,Sam,Robert,Johnson,,,R,TX,3,M,http://samjohnson.house.gov,http://samjohnson.house.gov/contact/,2304 Rayburn House Office Building,J000174,27079,H2TX03118,400206,N00008028,SamsPressShop,http://www.opencongress.org/wiki/Samuel_Johnson,10/11/1930,Rep.Samjohnson@opencongress.org,0,0,0
Rep,Walter,B.,Jones,Jr.,,R,NC,3,M,http://jones.house.gov,https://jones.house.gov/contact-me/email-me,2333 Rayburn House Office Building,J000255,21785,H2NC01081,400209,N00002299,RepWalterJones,http://www.opencongress.org/wiki/Walter_Beaman_Jones,2/10/1943,Rep.Jones@opencongress.org,0,0,0
Rep,Henry,C.,Johnson,Jr.,Hank,D,GA,4,M,http://hankjohnson.house.gov,https://hankjohnson.house.gov/contact-me/email-me,2240 Rayburn House Office Building,J000288,68070,H6GA04129,412199,N00027848,RepHankJohnson,http://www.opencongress.org/wiki/Henry_Johnson,10/2/1954,Rep.Hankjohnson@opencongress.org,1,0,0
Rep,Jim,,Jordan,,,R,OH,4,M,http://jordan.house.gov,http://jordan.house.gov/contact/,1524 Longworth House Office Building,J000289,8158,H6OH04082,412226,N00027894,Jim_Jordan,http://www.opencongress.org/wiki/James_Jordan,2/17/1964,Rep.Jordan@opencongress.org,0,0,1
Rep,Lynn,,Jenkins,,,R,KS,2,F,http://lynnjenkins.house.gov,https://lynnjenkins.house.gov/contact-me,1526 Longworth House Office Building,J000290,18594,H8KS02090,412284,N00029077,RepLynnJenkins,http://www.opencongress.org/wiki/Lynn_Jenkins,6/10/1963,Rep.Lynnjenkins@opencongress.org,0,0,0
Rep,Bill,,Johnson,,,R,OH,6,M,http://billjohnson.house.gov,http://billjohnson.house.gov/contact/default.aspx,1710 Longworth House Office Building,J000292,120649,H0OH06189,412460,N00032088,RepBillJohnson,http://www.opencongress.org/wiki/Bill_Johnson,11/10/1954,Rep.Billjohnson@opencongress.org,0,0,0
Sen,Ron,,Johnson,,,R,WI,Senior Seat,M,http://www.ronjohnson.senate.gov,http://www.ronjohnson.senate.gov/public/index.cfm/contact,328 Hart Senate Office Building,J000293,126217,S0WI00197,412496,N00032546,SenRonJohnson,http://www.opencongress.org/wiki/Ron_Johnson,4/8/1955,Sen.Ronjohnson@opencongress.org,0,0,0
Rep,Hakeem,S.,Jeffries,,,D,NY,8,M,http://jeffries.house.gov,https://jeffriesforms.house.gov/contact/,1607 Longworth House Office Building,J000294,55285,H2NY10092,412561,N00033640,RepJeffries,,8/4/1970,Rep.Jeffries@opencongress.org,1,0,0
Rep,David,P.,Joyce,,,R,OH,14,M,http://joyce.house.gov,https://joyce.house.gov/email-me,1124 Longworth House Office Building,J000295,143052,H2OH14064,412566,N00035007,RepDaveJoyce,,3/17/1957,Rep.Joyce@opencongress.org,0,0,0
Rep,David,W.,Jolly,,,R,FL,13,M,http://jolly.house.gov,https://jolly.house.gov/contact/email-me,1728 Longworth House Office Building,J000296,146146,H4FL13101,412603,N00035717,USRepDavidJolly,,10/31/1972,Rep.Jolly@opencongress.org,0,0,0
Rep,Evan,,Jenkins,,,R,WV,3,M,https://evanjenkins.house.gov,,502 Cannon House Office Building,J000297,,H4WV03070,412663,N00035531,RepEvanJenkins,,9/12/1960,Rep.Evanjenkins@opencongress.org,0,0,0
Rep,Marcy,,Kaptur,,,D,OH,9,F,http://kaptur.house.gov,https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml,2186 Rayburn House Office Building,K000009,27016,H2OH09031,400211,N00003522,RepMarcyKaptur,http://www.opencongress.org/wiki/Marcy_Kaptur,6/17/1946,Rep.Kaptur@opencongress.org,0,0,0
Rep,Ron,James,Kind,,,D,WI,3,M,http://kind.house.gov,https://kindforms.house.gov/email-ron,1502 Longworth House Office Building,K000188,630,H6WI03099,400218,N00004403,RepRonKind,http://www.opencongress.org/wiki/Ronald_James_Kind,3/16/1963,Rep.Kind@opencongress.org,0,0,0
Rep,Peter,T.,King,,Pete,R,NY,2,M,http://peteking.house.gov,https://peteking.house.gov/contact/email-me,339 Cannon House Office Building,K000210,26968,H2NY03089,400219,N00001193,RepPeteKing,http://www.opencongress.org/wiki/Peter_King,4/5/1944,Rep.Peteking@opencongress.org,0,0,0
Sen,Mark,Steven,Kirk,,,R,IL,Junior Seat,M,https://www.kirk.senate.gov,http://www.kirk.senate.gov/?p=comment_on_legislation,524 Hart Senate Office Building,K000360,33502,H0IL10120,400222,N00012539,SenatorKirk,http://www.opencongress.org/wiki/Mark_Kirk,9/15/1959,Sen.Kirk@opencongress.org,0,0,0
Rep,Steve,A.,King,,,R,IA,4,M,https://steveking.house.gov,https://forms.house.gov/king/webforms/issue_subscribe.html,2210 Rayburn House Office Building,K000362,10853,H2IA05072,400220,N00025237,SteveKingIA,http://www.opencongress.org/wiki/Steve_King,5/28/1949,Rep.Steveking@opencongress.org,0,0,0
Rep,John,Paul,Kline,,,R,MN,2,M,http://kline.house.gov,http://kline.house.gov/contact/,2439 Rayburn House Office Building,K000363,20311,H8MN06047,400224,N00004436,RepJohnKline,http://www.opencongress.org/wiki/John_Kline,9/6/1947,Rep.Kline@opencongress.org,0,0,0
Sen,Amy,Jean,Klobuchar,,,D,MN,Senior Seat,F,http://www.klobuchar.senate.gov,http://www.klobuchar.senate.gov/public/email-amy,302 Hart Senate Office Building,K000367,65092,S6MN00267,412242,N00027500,,http://www.opencongress.org/wiki/Amy_Klobuchar,5/25/1960,Sen.Klobuchar@opencongress.org,0,0,0
Rep,Ann,,Kirkpatrick,,,D,AZ,1,F,http://kirkpatrick.house.gov,https://kirkpatrick.house.gov/contact/email-me,201 Cannon House Office Building,K000368,28425,H8AZ01104,412286,N00029260,RepKirkpatrick,http://www.opencongress.org/wiki/Ann_Kirkpatrick,3/24/1950,Rep.Kirkpatrick@opencongress.org,0,0,0
Rep,William,R.,Keating,,,D,MA,9,M,http://keating.house.gov,https://forms.house.gov/keating/webforms/contact.shtml,315 Cannon House Office Building,K000375,4743,H0MA10082,412435,N00031933,USRepKeating,http://www.opencongress.org/wiki/Bill_Keating,9/6/1952,Rep.Keating@opencongress.org,0,0,0
Rep,Mike,,Kelly,,,R,PA,3,M,http://kelly.house.gov,https://kelly.house.gov/contact-me/email-me,1519 Longworth House Office Building,K000376,119463,H0PA03271,412465,N00031647,MikeKellyPA,http://www.opencongress.org/wiki/Mike_Kelly,5/10/1948,Rep.Kelly@opencongress.org,0,0,0
Rep,Adam,,Kinzinger,,,R,IL,16,M,http://kinzinger.house.gov,https://kinzinger.house.gov/email-adam,1221 Longworth House Office Building,K000378,116559,H0IL11052,412421,N00030667,RepKinzinger,http://www.opencongress.org/wiki/Adam_Kinzinger,2/27/1978,Rep.Kinzinger@opencongress.org,0,0,0
Rep,Joseph,P.,Kennedy,III,,D,MA,4,M,http://kennedy.house.gov,https://kennedy.house.gov/contact/email-me,306 Cannon House Office Building,K000379,141275,H2MA04073,412543,N00034044,RepJoeKennedy,,10/4/1980,Rep.Kennedy@opencongress.org,0,0,0
Rep,Daniel,T.,Kildee,,,D,MI,5,M,http://dankildee.house.gov,https://dankildee.house.gov/contact/email-me,227 Cannon House Office Building,K000380,136102,H2MI05119,412546,N00033395,RepDanKildee,,8/11/1958,Rep.Dankildee@opencongress.org,0,0,0
Rep,Derek,,Kilmer,,,D,WA,6,M,http://kilmer.house.gov,https://kilmer.house.gov/contact/email-me,1520 Longworth House Office Building,K000381,51516,H2WA06129,412583,N00034453,RepDerekKilmer,,1/1/1974,Rep.Kilmer@opencongress.org,0,0,0
Rep,Ann,M.,Kuster,,,D,NH,2,F,http://kuster.house.gov,https://kuster.house.gov/contact/email-me,137 Cannon House Office Building,K000382,122256,H0NH02181,412557,N00030875,RepAnnieKuster,,9/5/1956,Rep.Kuster@opencongress.org,0,0,0
Sen,Angus,,King,,,I,ME,Junior Seat,M,http://www.king.senate.gov,http://www.king.senate.gov/contact,133 Hart Senate Office Building,K000383,22381,S2ME00109,412545,N00034580,SenAngusKing,,3/31/1944,Sen.King@opencongress.org,0,0,0
Sen,Timothy,,Kaine,,,D,VA,Junior Seat,M,http://www.kaine.senate.gov,http://www.kaine.senate.gov/contact,231 Russell Senate Office Building,K000384,50772,S2VA00142,412582,N00033177,SenKaineOffice,,2/26/1958,Sen.Kaine@opencongress.org,0,0,0
Rep,Robin,,Kelly,,,D,IL,2,F,http://robinkelly.house.gov,https://robinkelly.house.gov/contact/email-me,1239 Longworth House Office Building,K000385,33384,H2IL02172,412595,N00035215,RepRobinKelly,,4/30/1956,Rep.Robinkelly@opencongress.org,1,0,0
Rep,John,,Katko,,,R,NY,24,M,https://katko.house.gov,,1123 Longworth House Office Building,K000386,,H4NY24073,412649,N00035934,RepJohnKatko,,11/9/1962,Rep.Katko@opencongress.org,0,0,0
Rep,Steve,,Knight,,,R,CA,25,M,https://knight.house.gov,,1023 Longworth House Office Building,K000387,,H4CA25123,412614,N00035820,SteveKnight25,,12/17/1966,Rep.Knight@opencongress.org,0,0,0
Rep,Trent,,Kelly,,,R,MS,1,M,https://trentkelly.house.gov,https://trentkelly.house.gov/contact,1427 Longworth House Office Building,K000388,156389,H6MS01131,412673,N00037003,reptrentkelly,,3/1/1966,Rep.Trentkelly@opencongress.org,0,0,0
Sen,Patrick,J.,Leahy,,,D,VT,Senior Seat,M,http://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,437 Russell Senate Office Building,L000174,53353,S4VT00017,300065,N00009918,SenatorLeahy,http://www.opencongress.org/wiki/Patrick_Leahy,3/31/1940,Sen.Leahy@opencongress.org,0,0,0
Rep,Sander,M.,Levin,,,D,MI,9,M,http://levin.house.gov,https://levin.house.gov/contact-me/email-me,1236 Longworth House Office Building,L000263,26918,H2MI17023,400238,N00003950,RepSandyLevin,http://www.opencongress.org/wiki/Sander_Levin,9/6/1931,Rep.Levin@opencongress.org,0,0,0
Rep,John,R.,Lewis,,,D,GA,5,M,http://johnlewis.house.gov,https://johnlewis.house.gov/contact-me/email-me-zip,343 Cannon House Office Building,L000287,26820,H6GA05217,400240,N00002577,RepJohnLewis,http://www.opencongress.org/wiki/John_Lewis,2/21/1940,Rep.Johnlewis@opencongress.org,1,0,0
Rep,Zoe,,Lofgren,,,D,CA,19,F,https://lofgren.house.gov,http://lofgren.house.gov/contact/,1401 Longworth House Office Building,L000397,21899,H4CA16049,400245,N00007479,RepZoeLofgren,http://www.opencongress.org/wiki/Zoe_Lofgren,12/21/1947,Rep.Lofgren@opencongress.org,0,0,0
Rep,Nita,M.,Lowey,,,D,NY,17,F,http://lowey.house.gov,https://lowey.house.gov/contact-form/,2365 Rayburn House Office Building,L000480,26982,H8NY20056,400246,N00001024,NitaLowey,http://www.opencongress.org/wiki/Nita_Lowey,7/5/1937,Rep.Lowey@opencongress.org,0,0,0
Rep,Frank,D.,Lucas,,,R,OK,3,M,http://lucas.house.gov,https://lucas.house.gov/contact-me/email-me,2405 Rayburn House Office Building,L000491,27032,H4OK06056,400247,N00005559,RepFrankLucas,http://www.opencongress.org/wiki/Frank_Lucas,1/6/1960,Rep.Lucas@opencongress.org,0,0,0
Rep,Barbara,,Lee,,,D,CA,13,F,http://lee.house.gov,http://lee.house.gov/contact-the-office/email-me,2267 Rayburn House Office Building,L000551,8315,H8CA09060,400237,N00008046,RepBarbaraLee,http://www.opencongress.org/wiki/Barbara_Lee,7/16/1946,Rep.Lee@opencongress.org,1,0,0
Rep,Frank,A.,LoBiondo,,,R,NJ,2,M,http://lobiondo.house.gov,https://lobiondo.house.gov/contact-me/email-me,2427 Rayburn House Office Building,L000554,21890,H2NJ02037,400244,N00000851,RepLoBiondo,http://www.opencongress.org/wiki/Frank_LoBiondo,5/12/1946,Rep.Lobiondo@opencongress.org,0,0,0
